norm_name,name_examples,n_segments,n_events,prefs,domains
大沢遊歩道四季美コース,大沢林道（遊歩道四季美コース）,2,2,,
大沼,大沼林道 / 林道大沼線,2,2,,
大浪,大浪林道,2,2,,
大海解石,林道大海解石線,2,2,,
大淵,大淵林道,2,2,,
大滝川,大滝川林道,2,2,,
大熊,林道大熊線,2,2,,
大白谷,大白谷林道,2,2,,
大石,大石林道,2,2,,
大福山,林道　大福山線,2,2,,
大糖野次郎沢支,大糖野林道 次郎沢支線,2,2,,
大網,大網林道,2,2,,
大芦,大芦林道,2,2,,
大芦沢,大芦沢林道,2,2,,
大茂沢,大茂沢林道,2,2,,
大荒沢,大荒沢林道,2,2,,
大葛沢,大葛沢林道,2,2,,
大蓑谷,大蓑谷林道,2,2,,
大蛇場,林道大蛇場線,2,2,,
大規模大山福光,大規模林道 大山・福光線,2,2,,
大規模米沢下郷,大規模林道米沢下郷線,2,2,,
大角矢,大角矢林道,2,2,,
大谷山,大谷山林道,2,2,,
大路,大林道路,2,2,,
大通越,大通越林道,2,2,,
大野山,林道大野山線,2,2,,
大金田,大金田林道,2,2,,
大須戸,大須戸林道,2,2,,
大須戸高根,林道大須戸高根線,2,2,,
大風入定夕日,大風入定（夕日）林道,2,2,,
大風入定高房,大風入定（高房）林道,2,2,,
大飛内,大飛内林道,2,2,,
大鯛,林道大鯛線,2,2,,
大麻倉,大麻倉林道,2,2,,
大黒山,大黒山林道,2,2,,
天の谷,林道 天の谷線,2,2,,
天城戸塚,天城（戸塚）林道,2,2,,
天城菅引,天城（菅引）林道,2,2,,
天津,林道天津線,2,2,,
天狗又,天狗又林道,2,2,,
天狗沢第2支,天狗沢第2支線林道,2,2,,
天生,天生林道,2,2,,
天竜院併用,天竜院併用林道,2,2,,
天蓋,天蓋林道,2,2,,
太勲,太勲林道,2,2,,
太右衛門沢,太右衛門沢林道,2,2,,
太田部峠1号,林道太田部峠1号線,2,2,,
太神山,太神山林道,2,2,,
太辛第1支,太辛第1支線林道,2,2,,
奈良井,奈良井林道,2,2,,
奈良尾,林道奈良尾線,2,2,,
奈良山,林道奈良山線,2,2,,
奥主夕張,奥主夕張林道,2,2,,
奥仙丈,林道奥仙丈線,2,2,,
奥南川,奥南川林道,2,2,,
奥大血川,林道奥大血川線,2,2,,
奥宇津内,奥宇津内林道,2,2,,
奥山仲尾沢,林道奥山仲尾沢線,2,2,,
奥島山,奥島山林道,2,2,,
奥川山,奥川山林道,2,2,,
奥水,林道奥水線,2,2,,
奥池ヶ谷,林道奥池ヶ谷線,2,2,,
奥田,林道奥田線,2,2,,
奥田堀沢,林道奥田堀沢線,2,2,,
奥苗太呂,奥苗太呂林道,2,2,,
奥見内,奥見内林道,2,2,,
奥赤倉沢,奥赤倉沢林道,2,2,,
奥郷地,林道奥郷地線,2,2,,
奥野花南,奥野花南林道,2,2,,
奥高根,奥高根林道,2,2,,
奥鵡川,奥鵡川林道,2,2,,
奥鹿島,奥鹿島林道,2,2,,
妙ヶ沢,林道妙ヶ沢線,2,2,,
妹尾妹尾支,妹尾林道妹尾支線,2,2,,
姥神昼滝,林道姥神昼滝線,2,2,,
威張山,林道威張山線,2,2,,
子別峠,林道子別峠線,2,2,,
子桧山,林道子桧山線,2,2,,
孫八,孫八林道,2,2,,
宇別併用,宇別併用林道,2,2,,
宇条田,林道宇条田線,2,2,,
宇美河原谷支,宇美林道河原谷支線,2,2,,
安寺沢,林道安寺沢線,2,2,,
安念勝,林道安念勝線,2,2,,
安比,安比林道,2,2,,
安滝,安滝林道,2,2,,
安瀬,安瀬林道,2,2,,
安祥寺,安祥寺林道,2,2,,
安角山田川,安角山田川林道,2,2,,
定峰,林道定峰線,2,2,,
宝川栗沢,宝川（栗沢）林道,2,2,,
宝満,宝満林道,2,2,,
実久,林道実久線,2,2,,
室賀,室賀林道,2,2,,
宮ノ谷,林道宮ノ谷線,2,2,,
宮坂,林道宮坂線,2,2,,
宮坂仙石,林道宮坂仙石線,2,2,,
宮城川槇尾谷支,宮城川林道槇尾谷支線,2,2,,
宮野沢併用,宮野沢併用林道,2,2,,
家山,林道家山線,2,2,,
寄石山,寄石山林道,2,2,,
寅助,林道寅助線,2,2,,
富士山上井出,富士山（上井出）林道,2,2,,
富士山北山,富士山（北山）林道,2,2,,
富士本道場,林道富士本道場線,2,2,,
富士見峠,富士見峠林道,2,2,,
富士見平,林道富士見平線,2,2,,
富士里,富士里林道,2,2,,
富幕,富幕林道,2,2,,
富沢左沢,富沢左沢林道,2,2,,
寒天,寒天林道,2,2,,
寒沢,林道寒沢線,2,2,,
寒田,寒田林道,2,2,,
寒風向沢,寒風向沢林道,2,2,,
寺の沢,寺の沢林道,2,2,,
寺ノ入,林道寺ノ入線,2,2,,
寺谷,林道寺谷線,2,2,,
寺野浅間,林道寺野浅間線,2,2,,
小中尾,小中尾林道,2,2,,
小中西山,林道小中西山線,2,2,,
小保木焼山沢,小保木焼山沢林道,2,2,,
小俣支,小俣林道支線林道,2,2,,
小俣沢,小俣沢林道,2,2,,
小倉川小倉川支線,小倉川林道（小倉川支線),2,2,,
小倉平,小倉平林道,2,2,,
小判沢,林道小判沢線,2,2,,
小又谷,小又谷林道 / 林道小又谷線,2,2,,
小吉部,小吉部林道,2,2,,
小和瀬湯の又支,小和瀬林道湯の又支線,2,2,,
小和田,林道小和田線,2,2,,
小坂滝ノ谷,林道小坂滝ノ谷線,2,2,,
小堀,林道小堀線,2,2,,
小塩川,小塩川林道,2,2,,
小塩沢,林道小塩沢線,2,2,,
小増沢,小増沢林道,2,2,,
小太郎沢,小太郎沢林道,2,2,,
小妻入,林道小妻入線,2,2,,
小山田,林道小山田線,2,2,,
小峠,小峠林道,2,2,,
小川代,小川代林道,2,2,,
小川南部沢線笹口の沢支線山鳥の沢分,小川南部沢線林道 笹口の沢支線山鳥の沢分線,2,2,,
小川支,小川林道支線,2,2,,
小川谷,林道小川谷線,2,2,,
小巻沢,小巻沢林道,2,2,,
小平,林道小平線,2,2,,
小平座間,林道小平座間線,2,2,,
小幸沢,小幸沢林道,2,2,,
小彦谷,小彦谷林道,2,2,,
小戸,林道小戸線,2,2,,
小戸沢,林道小戸沢線,2,2,,
小指葛老,林道小指葛老線,2,2,,
小掛,小掛林道,2,2,,
小明見,林道小明見線,2,2,,
小松原子赤沢,小松原子赤沢林道,2,2,,
小栗山,小栗山林道,2,2,,
小桧沢,小桧沢林道 / 林道小桧沢線,2,2,,
小森2号,林道小森2号線,2,2,,
小樽支,小樽支線林道,2,2,,
小比内,小比内林道,2,2,,
小沢併用,小沢併用林道,2,2,,
小湯ノ沢,小湯ノ沢林道,2,2,,
小湯津内,小湯津内林道,2,2,,
小滝,小滝林道,2,2,,
小烏瀬川,小烏瀬川林道,2,2,,
小熊沢,小熊沢林道,2,2,,
小牧森,小牧森林道,2,2,,
小田川併用,小田川併用林道,2,2,,
小田川手元,林道小田川手元線,2,2,,
小田野併用,小田野併用林道,2,2,,
小田野沢,小田野沢林道,2,2,,
小畑,小畑林道,2,2,,
小白,小白林道,2,2,,
小相沢,小相沢林道,2,2,,
小神,小神林道,2,2,,
小綱木名倉支,小綱木林道名倉支線,2,2,,
小荒沢,小荒沢林道,2,2,,
小萱雁梅,林道小萱雁梅線,2,2,,
小谷,林道小谷線,2,2,,
小軽町,小軽町林道,2,2,,
小里,小里林道,2,2,,
小野子,小野子林道,2,2,,
小野川小冷水支,小野川林道小冷水支線,2,2,,
小錫の沢支,小錫の沢支線林道,2,2,,
小雪沢,小雪沢林道,2,2,,
小鶴目,林道小鶴目線,2,2,,
小黒川,小黒川林道,2,2,,
小黒沢,小黒沢林道 / 林道小黒沢線,2,2,,
尼が額,尼が額林道 / 林道尼が額線,2,2,,
尾別,尾別林道,2,2,,
尾岐,林道尾岐線,2,2,,
尾沢渡,林道尾沢渡線,2,2,,
尾生山,尾生山林道,2,2,,
尾白,尾白林道,2,2,,
尾長沢,尾長沢林道,2,2,,
屈斜路湖畔,屈斜路湖畔林道,2,2,,
山の上,山の上林道,2,2,,
山入支,林道山入支線,2,2,,
山口沢,林道山口沢線,2,2,,
山園,山園林道,2,2,,
山形田代,林道山形田代線,2,2,,
山椒,山椒林道,2,2,,
山王海,山王海林道,2,2,,
山界,林道山界線,2,2,,
山茶花,林道山茶花線,2,2,,
山谷,山谷林道,2,2,,
山部川,山部川林道,2,2,,
屶打谷,林道屶打谷線,2,2,,
岡山,岡山林道,2,2,,
岡平,林道岡平線,2,2,,
岩の上,林道岩の上線,2,2,,
岩の沢,岩の沢林道,2,2,,
岩ノ目,岩ノ目林道,2,2,,
岩下山田,林道岩下山田線,2,2,,
岩井戸黒土併用,岩井戸黒土併用林道,2,2,,
岩井谷朝日,岩井谷（朝日）林道,2,2,,
岩伏,岩伏林道,2,2,,
岩倉入,岩倉入林道,2,2,,
岩倉岩倉,岩倉（岩倉）林道,2,2,,
岩和田,林道岩和田線,2,2,,
岩城大日蔭,林道 岩城大日蔭線,2,2,,
岩堂沢,岩堂沢林道,2,2,,
岩崎,岩崎林道,2,2,,
岩手山１号,岩手山１号林道,2,2,,
岩手山３号,岩手山３号林道,2,2,,
岩洞横倉,岩洞林道（横倉）,2,2,,
岩石沢,岩石沢林道,2,2,,
岩行沢,岩行沢林道,2,2,,
岳山,林道岳山線,2,2,,
峠下山沿,峠下山沿線林道,2,2,,
峠田岳東,峠田岳（東）林道,2,2,,
峰越,峰越林道 / 林道峰越線,2,2,,
峰越杉戸篠原,峰越林道杉戸篠原線,2,2,,
峰越田代相馬,峰越林道田代相馬線,2,2,,
島々谷,島々谷林道,2,2,,
島呂布,島呂布林道,2,2,,
嵐谷,林道嵐谷線,2,2,,
嶺岡中央3号,林道嶺岡中央3号線,2,2,,
川入,林道川入線,2,2,,
川又,川又林道,2,2,,
川又大又谷支,川又林道大又谷支線,2,2,,
川向,川向林道,2,2,,
川向天狗山,川向天狗山林道,2,2,,
川和,林道川和線,2,2,,
川宇連Ⅰ,林道川宇連Ⅰ線,2,2,,
川崎支,川崎支線林道,2,2,,
巣乗,巣乗林道,2,2,,
工沢,林道工沢線,2,2,,
左大二股,左大二股林道,2,2,,
左股第1支,左股第1支線林道,2,2,,
左芦谷地沢,左芦谷地沢林道,2,2,,
市の又,市の又林道,2,2,,
市場入,林道市場入線,2,2,,
布礼別,布礼別林道,2,2,,
帯沢,林道帯沢線,2,2,,
常林入,林道常林入線,2,2,,
幌別タイライの沢,幌別タイライの沢線林道,2,2,,
幌子,幌子林道,2,2,,
幌毛志支,幌毛志支線林道,2,2,,
平伏森,平伏森林道,2,2,,
平原,林道平原線,2,2,,
平尾表併用,平尾表併用林道,2,2,,
平栗,平栗林道,2,2,,
平田沢,平田沢林道,2,2,,
平袖,平袖林道,2,2,,
平路本沢,平路本沢林道,2,2,,
幸屋,幸屋林道,2,2,,
幹線茨川,幹線林道茨川線,2,2,,
広域基幹一ノ渡戸四津屋,広域基幹林道一ノ渡戸四津屋線,2,2,,
広域基幹三川,広域基幹林道三川線,2,2,,
広域基幹八方ヶ岳西,広域基幹林道八方ヶ岳西線,2,2,,
広域基幹八石山,広域基幹林道八石山線,2,2,,
広域基幹大山,広域基幹林道大山線,2,2,,
広域基幹栃山木組,広域基幹林道栃山木組線,2,2,,
広域基幹根安𣇃𣇃米,広域基幹林道根安𣇃𣇃米線,2,2,,
広域基幹殿野坪内,広域基幹林道殿野坪内線,2,2,,
広域基幹法恩寺,広域基幹林道法恩寺線,2,2,,
広域基幹白尾,広域基幹林道白尾線,2,2,,
広域基幹白木峠,広域基幹林道白木峠線,2,2,,
広域基幹窓山,広域基幹林道窓山線,2,2,,
広域基幹竜神本宮,広域基幹林道竜神本宮線,2,2,,
広域基幹花塚,広域基幹林道花塚線,2,2,,
広域基幹越前南部,広域基幹林道越前南部線,2,2,,
広域基幹雷山浮嶽線雷Ⅱ,広域基幹林道　雷山浮嶽線　雷Ⅱ線,2,2,,
広域基幹黒羽尻,広域基幹林道 黒羽尻線,2,2,,
広域青麻,広域林道青麻線,2,2,,
広戸高田併用,広戸高田併用林道,2,2,,
広町,林道広町線,2,2,,
広谷,広谷林道,2,2,,
庄内沢,庄内沢林道,2,2,,
庄川森茂,庄川森茂林道,2,2,,
底部沢,底部沢林道,2,2,,
廃道敷舎内,廃道敷舎内林道,2,2,,
廻戸川併用,廻戸川併用林道,2,2,,
引久保,引久保林道,2,2,,
弥生,弥生林道,2,2,,
強梨馬酔木沢支,強梨林道馬酔木沢支線,2,2,,
当別,林道 当別線,2,2,,
当別川,当別川林道,2,2,,
当楽,当楽林道,2,2,,
後沢,後沢林道 / 林道後沢線,2,2,,
後田谷,林道後田谷線,2,2,,
御亭山,林道御亭山線,2,2,,
御場山,林道御場山線,2,2,,
御所大矢1009,御所大矢1009林道,2,2,,
徳田,林道徳田線,2,2,,
徳田宿向井,林道徳田宿向井線,2,2,,
忍山,林道忍山線,2,2,,
志文別用水線遊歩道カラマツコース,志文別用水線林道（遊歩道カラマツコース）,2,2,,
志文別遊歩道志文別線,志文別林道（遊歩道志文別線）,2,2,,
志津,志津林道,2,2,,
志田山,志田山林道,2,2,,
恋路沢,恋路沢林道,2,2,,
恩徳,恩徳林道,2,2,,
恩根１号,恩根１号林道,2,2,,
愛宕,愛宕林道 / 林道愛宕線,2,2,,
戸中高内支,戸中林道高内支線,2,2,,
戸口南,林道戸口南線,2,2,,
戸屋,林道戸屋線,2,2,,
戸持,林道戸持線,2,2,,
戸沢併用,戸沢併用林道,2,2,,
戸沢支流,戸沢支流林道,2,2,,
戸渡藤沼,林道戸渡藤沼線,2,2,,
戸谷入,林道戸谷入線,2,2,,
戸間替,戸間替林道,2,2,,
房間,房間林道,2,2,,
所ノ沢,林道所ノ沢線,2,2,,
扇山支,扇山支線林道,2,2,,
扇平,林道扇平線,2,2,,
手取,林道手取線,2,2,,
手取中山,林道手取中山線,2,2,,
手良沢山,手良沢山林道,2,2,,
打当内,打当内林道,2,2,,
折居,折居林道,2,2,,
折松二ツ石支,折松林道二ツ石支線,2,2,,
折紙,折紙林道,2,2,,
押出尾根,林道押出尾根線,2,2,,
押手併,押手林道（併）,2,2,,
持丸沢,持丸沢林道,2,2,,
持倉,林道持倉線,2,2,,
振富山,振富山林道,2,2,,
掃地山,掃地山林道,2,2,,
摩耶山,摩耶山林道,2,2,,
支納梶山,林道 支納梶山線,2,2,,
政和,政和林道,2,2,,
敏音知,敏音知林道,2,2,,
敷舎内3号廃道,敷舎内3号林道(廃道),2,2,,
敷舎内廃道,敷舎内林道(廃道),2,2,,
新九郎,新九郎林道,2,2,,
新井峠,林道新井峠線,2,2,,
新助,林道新助線,2,2,,
新右エ門沢,新右エ門沢林道,2,2,,
新大棚沢,新大棚沢林道,2,2,,
新宮3号,新宮3号林道,2,2,,
新富新山梨,林道新富新山梨線,2,2,,
新田滝ノ上,林道新田滝ノ上線,2,2,,
新登川右岸,新登川右岸林道,2,2,,
新登川環状,新登川環状林道,2,2,,
新行山,林道新行山線,2,2,,
新道横倉,林道新道横倉線,2,2,,
新遠部,新遠部林道,2,2,,
新里２号,林道新里２号線,2,2,,
旗宿金山伊香沢,旗宿・金山（伊香沢）林道,2,2,,
日加倉,日加倉林道,2,2,,
日川1号支,林道日川1号支線,2,2,,
日川2号支,林道日川2号支線,2,2,,
日渡高野,林道日渡高野線,2,2,,
早坂,林道早坂線,2,2,,
早良,林道早良線,2,2,,
旭ヶ丘,林道旭ヶ丘線,2,2,,
旭山一の沢,旭山一の沢林道,2,2,,
旭左股,旭左股林道,2,2,,
明神併用,明神併用林道,2,2,,
明谷,林道明谷線,2,2,,
星谷,星谷林道,2,2,,
普通ルウク,普通林道 ルウク線,2,2,,
普通三輪,普通林道 三輪線,2,2,,
普通北美沢,普通林道 北美沢線,2,2,,
晴山,林道晴山線,2,2,,
晴山46支,晴山林道46支線,2,2,,
智恵柵,智恵柵林道,2,2,,
暑寒,林道暑寒線,2,2,,
曲の沢3号,曲の沢3号林道,2,2,,
曲久保,林道曲久保線,2,2,,
曽呂滝,曽呂滝林道,2,2,,
曾根田,林道曾根田線,2,2,,
月出ヶ沢,林道月出ヶ沢線,2,2,,
月浜,月浜林道,2,2,,
月蔵,林道月蔵線,2,2,,
月谷,月谷林道,2,2,,
有明,有明林道,2,2,,
望来越,望来越線林道,2,2,,
望来越支,望来越支線林道,2,2,,
望湖,望湖林道,2,2,,
木の間,木の間林道,2,2,,
木地奥,木地奥林道,2,2,,
木境,木境林道,2,2,,
木戸,木戸林道,2,2,,
木戸ヶ入,木戸ヶ入林道,2,2,,
木曽谷,木曽谷林道,2,2,,
木沢支,林道木沢支線,2,2,,
木賊平土羅入三引山,木賊平・土羅入（三引山）林道,2,2,,
木賊沢,木賊沢林道,2,2,,
末広,末広林道,2,2,,
末広の沢,末広の沢林道,2,2,,
本城,林道本城線,2,2,,
本寺,本寺林道,2,2,,
本松川,本松川林道,2,2,,
本沢,本沢林道 / 林道本沢線,2,2,,
本洞,林道本洞線,2,2,,
本流,本流林道,2,2,,
本田沢,林道本田沢線,2,2,,
本谷沢,林道本谷沢線,2,2,,
札久留1の沢,札久留1の沢林道,2,2,,
札滑11,札滑11線林道,2,2,,
杉ノ峠,林道杉ノ峠線,2,2,,
杉山併,杉山林道（併）,2,2,,
杉沢併用,杉沢併用林道,2,2,,
村営村道秋山川端下,村営林道村道秋山川端下線,2,2,,
杖立主,林道 杖立主線,2,2,,
来馬川,来馬川林道,2,2,,
東中の川越,東中の川越林道,2,2,,
東作,東作林道,2,2,,
東南,林道東南線,2,2,,
東多気,林道東多気線,2,2,,
東奥野,林道東奥野線,2,2,,
東山中部,東山中部林道,2,2,,
東山支,東山支線林道,2,2,,
東手川,林道東手川線,2,2,,
東榛名山,林道東榛名山線,2,2,,
東泉,林道東泉線,2,2,,
東洋,東洋林道,2,2,,
東窪,林道 東窪線,2,2,,
東笹,東笹林道,2,2,,
東股田瀬田瀬,東股田瀬林道（田瀬）,2,2,,
東西2号,東西2号線林道,2,2,,
東西線3号,東西線3号林道,2,2,,
東遠鈴,東遠鈴林道,2,2,,
東郷,東郷林道,2,2,,
東門寺,東門寺林道,2,2,,
東飯田,東飯田林道,2,2,,
東鳥取,東鳥取林道,2,2,,
松ノ沢,松ノ沢林道,2,2,,
松保良,松保良林道,2,2,,
松倉沢,松倉沢林道,2,2,,
松原,林道松原線,2,2,,
松坂,林道松坂線,2,2,,
松尾,林道松尾線,2,2,,
松本,松本林道,2,2,,
松根,松根林道,2,2,,
松根沢,松根沢林道,2,2,,
松沢併用,松沢併用林道,2,2,,
松葉洞,林道松葉洞線,2,2,,
板垣,板垣林道,2,2,,
板家戸,板家戸林道,2,2,,
板小屋沢,板小屋沢林道,2,2,,
板川,板川林道,2,2,,
板東沢丹田,林道板東沢丹田線,2,2,,
板谷沢,板谷沢林道 / 林道板谷沢線,2,2,,
枌尾,林道枌尾線,2,2,,
枝持沢,林道枝持沢線,2,2,,
柏原,柏原林道,2,2,,
柏木,林道柏木線,2,2,,
柏木沢,柏木沢林道,2,2,,
柏沢,林道柏沢線,2,2,,
染川,林道染川線,2,2,,
染森,染森林道,2,2,,
柳橋,柳橋林道,2,2,,
柳沢併用,柳沢併用林道,2,2,,
柴倉東,林道柴倉東線,2,2,,
柴津,林道柴津線,2,2,,
柿其本谷,柿其本谷林道,2,2,,
柿平,林道柿平線,2,2,,
柿平三俣,林道 柿平三俣線,2,2,,
柿畑,林道柿畑線,2,2,,
栃ノ木山中,林道栃ノ木・山中線,2,2,,
栃本支,林道栃本支線,2,2,,
栃洞金沢,栃洞金沢林道,2,2,,
栄沢,栄沢林道,2,2,,
栗栖,栗栖林道,2,2,,
栗生沢,林道栗生沢線 / 栗生沢林道,2,2,,
栗鹿山,林道栗鹿山線,2,2,,
栢森土場,林道栢森土場線,2,2,,
栩谷,林道 栩谷線,2,2,,
根子,根子林道,2,2,,
根府川,林道根府川線,2,2,,
根戸内,根戸内林道,2,2,,
根木沢,林道根木沢線,2,2,,
根無山,根無山林道,2,2,,
桃洞,桃洞林道,2,2,,
桃浦,桃浦林道,2,2,,
桐ノ沢,桐ノ沢林道,2,2,,
桐山第一支,桐山第一支線林道,2,2,,
桑ノ木,桑ノ木林道,2,2,,
桑崎,林道桑崎線,2,2,,
桑崎千束支,林道桑崎千束支線,2,2,,
桑瀬,桑瀬林道,2,2,,
桑谷,林道桑谷線 / 桑谷林道,2,2,,
桝内沢併用,桝内沢併用林道,2,2,,
桧山沢,桧山沢林道,2,2,,
桧木内又沢大寄沢支,桧木内又沢林道大寄沢支線,2,2,,
桧根,桧根林道,2,2,,
桧股,林道桧股線,2,2,,
梅ノ木沢,林道梅ノ木沢線,2,2,,
梅ヶ市,梅ヶ市林道,2,2,,
梓沢,梓沢林道,2,2,,
梨平,林道梨平線,2,2,,
梨木沢,林道梨木沢線,2,2,,
棚山本,棚山本線林道,2,2,,
棚沢,林道棚沢線,2,2,,
森ヶ内５号谷,森ヶ内５号谷林道,2,2,,
森ヶ谷,林道森ヶ谷線,2,2,,
森厚沢部,森厚沢部線,2,2,,
森沢,林道森沢線,2,2,,
森茂ワキ谷,森茂ワキ谷林道,2,2,,
森茂木谷木谷,森茂木谷（木谷）林道,2,2,,
森茂木谷森茂,森茂木谷（森茂）林道,2,2,,
植苗,植苗林道,2,2,,
植野沢,植野沢林道,2,2,,
椎の木,椎の木林道,2,2,,
椚合折松,林道椚合折松線,2,2,,
椚平,椚平林道,2,2,,
椛谷仏峠仏峠,椛谷仏峠（仏峠）林道,2,2,,
椿台,椿台林道,2,2,,
楢原,林道楢原線 / 楢原林道,2,2,,
楢尾智者山,林道楢尾智者山線,2,2,,
楢平,林道楢平線,2,2,,
楢沢,楢沢林道,2,2,,
楮畑,楮畑林道,2,2,,
極入弥平四郎,極入（弥平四郎）林道,2,2,,
極入極入支,極入林道極入支線,2,2,,
榧ノ木南,榧ノ木（南）林道,2,2,,
槇尾山,林道 槇尾山線,2,2,,
槇山,槇山林道,2,2,,
槇沢,槇沢林道,2,2,,
槌打,林道槌打線,2,2,,
横の谷,林道横の谷線,2,2,,
横出,林道横出線,2,2,,
横峰,林道横峰線,2,2,,
横川第五,横川第五林道,2,2,,
横川西丸,林道横川西丸線,2,2,,
横市川,横市川林道,2,2,,
横河山,林道横河山線,2,2,,
樫ノ木峠,林道樫ノ木峠線,2,2,,
樫ノ木峠支,林道樫ノ木峠支線,2,2,,
樺岱,樺岱林道,2,2,,
樽,林道樽線,2,2,,
樽口峠,樽口峠林道,2,2,,
樽沢１号,林道樽沢１号線,2,2,,
樽石,樽石林道,2,2,,
橋掛沢,橋掛沢林道,2,2,,
機初高貫支,機初林道高貫支線,2,2,,
檗窪,林道檗窪線,2,2,,
檜山萩,林道檜山萩線,2,2,,
檜沢夕日沢支,檜沢林道夕日沢支線,2,2,,
正立寺,林道正立寺線,2,2,,
正粉,正粉林道,2,2,,
殿畑,殿畑林道,2,2,,
母の沢,母の沢林道,2,2,,
母沢,母沢林道,2,2,,
母谷,母谷林道,2,2,,
民有林日山源田,民有林林道 日山源田線,2,2,,
民有林有明,民有林林道 有明線,2,2,,
民有林朱太川幌内1号,民有林林道 朱太川幌内1号線 / 民有林林道朱太川幌内1号線,2,2,,
民有林番越,民有林林道　番越線,2,2,,
水の木,水の木林道,2,2,,
水ヶ峠8,水ヶ峠8林道,2,2,,
水ヶ沢,水ヶ沢林道,2,2,,
水上沢,水上沢林道,2,2,,
水上熊の沢,水上林道 熊の沢線,2,2,,
水上藤原支,水上林道藤原支線,2,2,,
水吞場,林道水吞場線,2,2,,
水月,水月林道,2,2,,
水沢五輪平,林道 水沢五輪平線,2,2,,
水洞谷,水洞谷林道,2,2,,
水源兜岩支,水源林道兜岩支線,2,2,,
水砥,水砥林道,2,2,,
水見色,林道水見色線,2,2,,
水見色新間支,林道水見色新間支線,2,2,,
水門上ノ山,林道水門上ノ山線,2,2,,
永松,永松林道,2,2,,
江保地,林道江保地線,2,2,,
江無須志,江無須志林道,2,2,,
池の平線支,池の平線支線林道,2,2,,
池の沢,池の沢林道,2,2,,
池本山第一支,池本山第一支線林道,2,2,,
沖の山大川,沖の山林道大川線,2,2,,
沢入沢,沢入沢林道,2,2,,
沢内水分,沢内水分林道,2,2,,
沢又,沢又林道,2,2,,
沢口,林道沢口線,2,2,,
沢向,林道沢向線,2,2,,
沢山沢,沢山沢林道,2,2,,
沢道沢,沢道沢林道,2,2,,
河津折元,林道河津折元線,2,2,,
油谷,油谷林道,2,2,,
沼井,沼井林道,2,2,,
沼田新田酒寄,林道沼田新田酒寄線,2,2,,
泉水大晦日,林道泉水大晦日線,2,2,,
泉水西部田,林道泉水西部田線,2,2,,
泉谷,林道泉谷線,2,2,,
泊沢,泊沢林道,2,2,,
法行沢,法行沢林道,2,2,,
波関俵原,林道波関俵原線,2,2,,
洗馬支,洗馬支線林道,2,2,,
洞内坂,洞内坂林道,2,2,,
洞木沢,洞木沢林道,2,2,,
津久保,津久保林道,2,2,,
津俣,津俣林道,2,2,,
津山西鹿鳴越,林道津山西鹿鳴越線,2,2,,
津川赤谷土倉支線,津川赤谷（土倉支線）林道,2,2,,
津川赤谷新谷川,津川赤谷（新谷川）林道,2,2,,
浄蓮寺,浄蓮寺林道,2,2,,
浅岐,林道浅岐線,2,2,,
浅谷越,浅谷越林道,2,2,,
浦島,林道浦島線,2,2,,
浮島,浮島林道,2,2,,
海上,林道海上線,2,2,,
深山栄,林道深山栄線,2,2,,
深戸花立,林道深戸花立線,2,2,,
深谷,深谷林道,2,2,,
深谷沢,林道深谷沢線,2,2,,
清万,清万林道,2,2,,
清和,林道清和線,2,2,,
清水三の沢,清水三の沢林道,2,2,,
清水併,清水林道（併）,2,2,,
清水谷134林班支,清水谷134林班支線林道,2,2,,
渋民,渋民林道,2,2,,
渕ヶ沢,林道渕ヶ沢線,2,2,,
渕瀬,渕瀬林道,2,2,,
湯の口滝沢,林道湯の口滝沢線,2,2,,
湯の小川,湯の小川林道,2,2,,
湯の岱,湯の岱林道,2,2,,
湯ノ花,林道湯ノ花線,2,2,,
湯之岐川,湯之岐川林道,2,2,,
湯川笹の茶屋敷,林道湯川笹の茶屋敷線,2,2,,
湯湾岳支,林道湯湾岳支線,2,2,,
源平森,源平森林道,2,2,,
溝又川,溝又川林道,2,2,,
滑巣垣支,滑林道巣垣支線,2,2,,
滑沢,滑沢林道,2,2,,
滝の上,滝の上林道,2,2,,
滝の上ハ斗蒔,林道滝の上ハ斗蒔線,2,2,,
滝の下連絡,滝の下連絡林道,2,2,,
滝の入,林道滝の入線,2,2,,
滝の沢左岸,滝の沢左岸林道,2,2,,
滝上56林班,滝上56林班林道,2,2,,
滝上洞畑下,滝上洞畑林道（下）,2,2,,
滝右ヱ門,滝右ヱ門林道,2,2,,
滝戸山,林道滝戸山線,2,2,,
滝沢口,林道滝沢口線,2,2,,
滝畑,林道滝畑線,2,2,,
滝畑横谷,林道滝畑横谷線,2,2,,
漆木白岩,林道漆木白岩線,2,2,,
漆沢併用,漆沢併用林道,2,2,,
潮谷併,潮谷林道（併）,2,2,,
澄川,澄川林道,2,2,,
濁河オリシキ濁河,濁河オリシキ（濁河）林道,2,2,,
瀬ノ沢,瀬ノ沢林道,2,2,,
瀬嵩,瀬嵩林道,2,2,,
瀬戸,瀬戸林道,2,2,,
瀬戸子,瀬戸子林道,2,2,,
瀬戸瀬二股併用湯の里分岐線,瀬戸瀬二股林道 ( 併用林道湯の里分岐線 ),2,2,,
瀬早,林道瀬早線,2,2,,
瀬花谷併,瀬花谷林道（併）,2,2,,
火ノ沢,林道火ノ沢線,2,2,,
火焼輪地,火焼輪地林道,2,2,,
灰谷,林道灰谷線,2,2,,
炭屋谷,林道炭屋谷線,2,2,,
